year,value,indicador_nombre,country,codigo_indicador,fuente,area,tipo,grupo_edad,country_name,unit,indicator_id,pais_nombre
2004,10.22,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2005,15.61,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2005,15.6,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2006,12.5,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2006,12.49,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2007,9.47,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2007,9.5,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2008,8.3,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2008,8.34,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2009,8.78,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2009,8.8,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2011,5.3,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2011,5.3,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2012,6.47,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2012,6.5,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2013,5.2,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2013,5.17,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2014,4.3,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2014,4.28,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2015,4.63,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2015,4.6,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2016,5.6,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2016,5.62,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2017,4.93,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2017,4.9,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2018,3.27,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2018,3.3,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2019,1.9,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2019,1.92,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2020,3.12,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2020,3.1,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2021,2.0,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
2021,1.96,Pobreza Extrema ($2.15/día),BOL,WB_PIP_HEADCOUNT_IPL,Banco Mundial,,,,,,,
1990,15.12,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1990,15.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1992,26.3,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1992,26.3,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1997,26.07,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1997,26.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1999,32.0,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1999,31.97,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2000,35.42,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2000,35.4,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2001,29.8,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2001,29.79,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2002,31.63,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2002,31.6,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2004,21.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2004,21.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2005,25.73,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2005,25.7,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2006,22.2,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2006,22.24,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2007,18.57,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2007,18.6,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2008,15.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2008,15.12,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2009,14.05,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2009,14.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2011,10.4,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2011,10.36,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2012,10.98,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2012,11.0,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2013,9.3,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2013,9.31,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2014,9.0,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2014,8.99,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2015,8.58,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2015,8.6,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2016,10.1,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2016,10.07,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2017,9.18,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2017,9.2,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2018,7.7,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2018,7.7,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2019,5.7,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2019,5.69,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2020,6.41,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2020,6.4,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2021,5.4,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
2021,5.4,Pobreza Moderada ($3.65/día),BOL,WB_PIP_HEADCOUNT_LMIC,Banco Mundial,,,,,,,
1990,42.18,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1990,42.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1992,58.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1992,58.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1997,46.07,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1997,46.1,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1999,50.0,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
1999,50.04,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2000,55.82,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2000,55.8,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2001,51.8,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2001,51.78,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2002,53.81,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2002,53.8,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2004,45.8,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2004,45.81,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2005,47.21,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2005,47.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2006,42.1,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2006,42.08,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2007,41.16,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2007,41.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2008,33.9,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2008,33.92,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2009,28.9,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2009,28.9,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2011,23.5,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2011,23.47,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2012,23.67,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2012,23.7,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2013,21.8,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2013,21.76,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2014,20.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2014,20.19,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2015,20.48,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2015,20.5,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2016,22.0,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2016,21.97,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2017,21.02,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2017,21.0,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2018,19.1,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2018,19.1,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2019,15.5,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2019,15.54,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2020,17.29,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2020,17.3,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2021,15.2,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2021,15.18,Pobreza ($6.85/día),BOL,WB_PIP_HEADCOUNT_UMIC,Banco Mundial,,,,,,,
2011,13.7,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2012,12.7,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2013,12.1,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2014,11.8,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2015,11.2,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2016,12.6,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2017,10.8,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2018,9.6,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2019,6.5,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2020,7.6,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2021,5.5,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2022,5.5,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2023,5.4,Pobreza Multidimensional,BOL,SI.POV.MPWB,Banco Mundial,,,,,,,
2011,3.80715,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2012,3.12683,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2013,3.13306,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2014,4.3438,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2015,3.7643,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2016,3.04668,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2017,1.22807,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2018,1.55656,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2019,2.18443,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2020,2.05767,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2021,1.38387,Privación Educación - Matrícula,BOL,WB_MPM_EDU_ENROLL,Banco Mundial,,,,,,,
2011,17.6262,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2012,17.6589,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2013,16.7168,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2014,18.365,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2015,15.2228,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2016,16.8422,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2017,16.182,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2018,15.3138,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2019,13.383,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2020,13.9759,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2021,12.2812,Privación Educación - Logro,BOL,WB_MPM_EDU_ATT,Banco Mundial,,,,,,,
2011,11.5377,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2012,8.873,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2013,9.54623,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2014,9.60156,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2015,8.37274,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2016,7.27893,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2017,7.21888,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2018,6.23139,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2019,4.87155,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2020,4.37238,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2021,2.93862,Privación Electricidad,BOL,WB_MPM_ELEC,Banco Mundial,,,,,,,
2011,17.8736,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2012,8.89974,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2013,8.69394,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2014,7.88311,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2015,10.8247,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2016,11.6825,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2017,9.68505,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2018,9.39219,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2019,7.38695,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2020,6.55371,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2021,9.90372,Privación Agua Potable,BOL,WB_MPM_WATER,Banco Mundial,,,,,,,
2011,19.1615,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2012,27.6342,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2013,26.4322,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2014,32.5753,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2015,26.6481,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2016,21.675,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2017,22.2947,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2018,19.7796,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2019,16.3232,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2020,17.7154,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2021,13.906,Privación Saneamiento,BOL,WB_MPM_SANT,Banco Mundial,,,,,,,
2011,5.29891,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2012,6.46794,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2013,5.17307,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2014,4.27589,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2015,4.62996,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2016,5.62034,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2017,4.93336,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2018,3.27489,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2019,1.92054,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2020,3.12151,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2021,1.9645,Privación Pobreza Monetaria,BOL,WB_MPM_MONETARY,Banco Mundial,,,,,,,
2000,66.4,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2001,63.1,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2002,63.3,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2004,63.1,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2005,60.6,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2006,59.9,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2007,60.1,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2008,57.3,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2009,51.3,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2011,45.1,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2012,43.3,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2013,38.9,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2014,39.2,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2015,38.6,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
2016,39.5,Pobreza Línea Nacional,BOL,WB_WDI_SI_POV_NAHC,Banco Mundial,,,,,,,
